file_name,Te,logg
da05000_650.dk.dat.txt,5000,6.5
da05000_675.dk.dat.txt,5000,6.75
da05000_700.dk.dat.txt,5000,7.0
da05000_725.dk.dat.txt,5000,7.25
da05000_750.dk.dat.txt,5000,7.5
da05000_775.dk.dat.txt,5000,7.75
da05000_800.dk.dat.txt,5000,8.0
da05000_825.dk.dat.txt,5000,8.25
da05000_850.dk.dat.txt,5000,8.5
da05000_875.dk.dat.txt,5000,8.75
da05000_900.dk.dat.txt,5000,9.0
da05000_925.dk.dat.txt,5000,9.25
da05000_950.dk.dat.txt,5000,9.5
da05250_650.dk.dat.txt,5250,6.5
da05250_675.dk.dat.txt,5250,6.75
da05250_700.dk.dat.txt,5250,7.0
da05250_725.dk.dat.txt,5250,7.25
da05250_750.dk.dat.txt,5250,7.5
da05250_775.dk.dat.txt,5250,7.75
da05250_800.dk.dat.txt,5250,8.0
da05250_825.dk.dat.txt,5250,8.25
da05250_850.dk.dat.txt,5250,8.5
da05250_875.dk.dat.txt,5250,8.75
da05250_900.dk.dat.txt,5250,9.0
da05250_925.dk.dat.txt,5250,9.25
da05250_950.dk.dat.txt,5250,9.5
da05500_650.dk.dat.txt,5500,6.5
da05500_675.dk.dat.txt,5500,6.75
da05500_700.dk.dat.txt,5500,7.0
da05500_725.dk.dat.txt,5500,7.25
da05500_750.dk.dat.txt,5500,7.5
da05500_775.dk.dat.txt,5500,7.75
da05500_800.dk.dat.txt,5500,8.0
da05500_825.dk.dat.txt,5500,8.25
da05500_850.dk.dat.txt,5500,8.5
da05500_875.dk.dat.txt,5500,8.75
da05500_900.dk.dat.txt,5500,9.0
da05500_925.dk.dat.txt,5500,9.25
da05500_950.dk.dat.txt,5500,9.5
da05750_650.dk.dat.txt,5750,6.5
da05750_675.dk.dat.txt,5750,6.75
da05750_700.dk.dat.txt,5750,7.0
da05750_725.dk.dat.txt,5750,7.25
da05750_750.dk.dat.txt,5750,7.5
da05750_775.dk.dat.txt,5750,7.75
da05750_800.dk.dat.txt,5750,8.0
da05750_825.dk.dat.txt,5750,8.25
da05750_850.dk.dat.txt,5750,8.5
da05750_875.dk.dat.txt,5750,8.75
da05750_900.dk.dat.txt,5750,9.0
da05750_925.dk.dat.txt,5750,9.25
da05750_950.dk.dat.txt,5750,9.5
da06000_650.dk.dat.txt,6000,6.5
da06000_675.dk.dat.txt,6000,6.75
da06000_700.dk.dat.txt,6000,7.0
da06000_725.dk.dat.txt,6000,7.25
da06000_750.dk.dat.txt,6000,7.5
da06000_775.dk.dat.txt,6000,7.75
da06000_800.dk.dat.txt,6000,8.0
da06000_825.dk.dat.txt,6000,8.25
da06000_850.dk.dat.txt,6000,8.5
da06000_875.dk.dat.txt,6000,8.75
da06000_900.dk.dat.txt,6000,9.0
da06000_925.dk.dat.txt,6000,9.25
da06000_950.dk.dat.txt,6000,9.5
da06250_650.dk.dat.txt,6250,6.5
da06250_675.dk.dat.txt,6250,6.75
da06250_700.dk.dat.txt,6250,7.0
da06250_725.dk.dat.txt,6250,7.25
da06250_750.dk.dat.txt,6250,7.5
da06250_775.dk.dat.txt,6250,7.75
da06250_800.dk.dat.txt,6250,8.0
da06250_825.dk.dat.txt,6250,8.25
da06250_850.dk.dat.txt,6250,8.5
da06250_875.dk.dat.txt,6250,8.75
da06250_900.dk.dat.txt,6250,9.0
da06250_925.dk.dat.txt,6250,9.25
da06250_950.dk.dat.txt,6250,9.5
da06500_650.dk.dat.txt,6500,6.5
da06500_675.dk.dat.txt,6500,6.75
da06500_700.dk.dat.txt,6500,7.0
da06500_725.dk.dat.txt,6500,7.25
da06500_750.dk.dat.txt,6500,7.5
da06500_775.dk.dat.txt,6500,7.75
da06500_800.dk.dat.txt,6500,8.0
da06500_825.dk.dat.txt,6500,8.25
da06500_850.dk.dat.txt,6500,8.5
da06500_875.dk.dat.txt,6500,8.75
da06500_900.dk.dat.txt,6500,9.0
da06500_925.dk.dat.txt,6500,9.25
da06500_950.dk.dat.txt,6500,9.5
da06750_650.dk.dat.txt,6750,6.5
da06750_675.dk.dat.txt,6750,6.75
da06750_700.dk.dat.txt,6750,7.0
da06750_725.dk.dat.txt,6750,7.25
da06750_750.dk.dat.txt,6750,7.5
da06750_775.dk.dat.txt,6750,7.75
da06750_800.dk.dat.txt,6750,8.0
da06750_825.dk.dat.txt,6750,8.25
da06750_850.dk.dat.txt,6750,8.5
da06750_875.dk.dat.txt,6750,8.75
da06750_900.dk.dat.txt,6750,9.0
da06750_925.dk.dat.txt,6750,9.25
da06750_950.dk.dat.txt,6750,9.5
da07000_650.dk.dat.txt,7000,6.5
da07000_675.dk.dat.txt,7000,6.75
da07000_700.dk.dat.txt,7000,7.0
da07000_725.dk.dat.txt,7000,7.25
da07000_750.dk.dat.txt,7000,7.5
da07000_775.dk.dat.txt,7000,7.75
da07000_800.dk.dat.txt,7000,8.0
da07000_825.dk.dat.txt,7000,8.25
da07000_850.dk.dat.txt,7000,8.5
da07000_875.dk.dat.txt,7000,8.75
da07000_900.dk.dat.txt,7000,9.0
da07000_925.dk.dat.txt,7000,9.25
da07000_950.dk.dat.txt,7000,9.5
da07250_650.dk.dat.txt,7250,6.5
da07250_675.dk.dat.txt,7250,6.75
da07250_700.dk.dat.txt,7250,7.0
da07250_725.dk.dat.txt,7250,7.25
da07250_750.dk.dat.txt,7250,7.5
da07250_775.dk.dat.txt,7250,7.75
da07250_800.dk.dat.txt,7250,8.0
da07250_825.dk.dat.txt,7250,8.25
da07250_850.dk.dat.txt,7250,8.5
da07250_875.dk.dat.txt,7250,8.75
da07250_900.dk.dat.txt,7250,9.0
da07250_925.dk.dat.txt,7250,9.25
da07250_950.dk.dat.txt,7250,9.5
da07500_650.dk.dat.txt,7500,6.5
da07500_675.dk.dat.txt,7500,6.75
da07500_700.dk.dat.txt,7500,7.0
da07500_725.dk.dat.txt,7500,7.25
da07500_750.dk.dat.txt,7500,7.5
da07500_775.dk.dat.txt,7500,7.75
da07500_800.dk.dat.txt,7500,8.0
da07500_825.dk.dat.txt,7500,8.25
da07500_850.dk.dat.txt,7500,8.5
da07500_875.dk.dat.txt,7500,8.75
da07500_900.dk.dat.txt,7500,9.0
da07500_925.dk.dat.txt,7500,9.25
da07500_950.dk.dat.txt,7500,9.5
da07750_650.dk.dat.txt,7750,6.5
da07750_675.dk.dat.txt,7750,6.75
da07750_700.dk.dat.txt,7750,7.0
da07750_725.dk.dat.txt,7750,7.25
da07750_750.dk.dat.txt,7750,7.5
da07750_775.dk.dat.txt,7750,7.75
da07750_800.dk.dat.txt,7750,8.0
da07750_825.dk.dat.txt,7750,8.25
da07750_850.dk.dat.txt,7750,8.5
da07750_875.dk.dat.txt,7750,8.75
da07750_900.dk.dat.txt,7750,9.0
da07750_925.dk.dat.txt,7750,9.25
da07750_950.dk.dat.txt,7750,9.5
da08000_650.dk.dat.txt,8000,6.5
da08000_675.dk.dat.txt,8000,6.75
da08000_700.dk.dat.txt,8000,7.0
da08000_725.dk.dat.txt,8000,7.25
da08000_750.dk.dat.txt,8000,7.5
da08000_775.dk.dat.txt,8000,7.75
da08000_800.dk.dat.txt,8000,8.0
da08000_825.dk.dat.txt,8000,8.25
da08000_850.dk.dat.txt,8000,8.5
da08000_875.dk.dat.txt,8000,8.75
da08000_900.dk.dat.txt,8000,9.0
da08000_925.dk.dat.txt,8000,9.25
da08000_950.dk.dat.txt,8000,9.5
da08250_650.dk.dat.txt,8250,6.5
da08250_675.dk.dat.txt,8250,6.75
da08250_700.dk.dat.txt,8250,7.0
da08250_725.dk.dat.txt,8250,7.25
da08250_750.dk.dat.txt,8250,7.5
da08250_775.dk.dat.txt,8250,7.75
da08250_800.dk.dat.txt,8250,8.0
da08250_825.dk.dat.txt,8250,8.25
da08250_850.dk.dat.txt,8250,8.5
da08250_875.dk.dat.txt,8250,8.75
da08250_900.dk.dat.txt,8250,9.0
da08250_925.dk.dat.txt,8250,9.25
da08250_950.dk.dat.txt,8250,9.5
da08500_650.dk.dat.txt,8500,6.5
da08500_675.dk.dat.txt,8500,6.75
da08500_700.dk.dat.txt,8500,7.0
da08500_725.dk.dat.txt,8500,7.25
da08500_750.dk.dat.txt,8500,7.5
da08500_775.dk.dat.txt,8500,7.75
da08500_800.dk.dat.txt,8500,8.0
da08500_825.dk.dat.txt,8500,8.25
da08500_850.dk.dat.txt,8500,8.5
da08500_875.dk.dat.txt,8500,8.75
da08500_900.dk.dat.txt,8500,9.0
da08500_925.dk.dat.txt,8500,9.25
da08500_950.dk.dat.txt,8500,9.5
da08750_650.dk.dat.txt,8750,6.5
da08750_675.dk.dat.txt,8750,6.75
da08750_700.dk.dat.txt,8750,7.0
da08750_725.dk.dat.txt,8750,7.25
da08750_750.dk.dat.txt,8750,7.5
da08750_775.dk.dat.txt,8750,7.75
da08750_800.dk.dat.txt,8750,8.0
da08750_825.dk.dat.txt,8750,8.25
da08750_850.dk.dat.txt,8750,8.5
da08750_875.dk.dat.txt,8750,8.75
da08750_900.dk.dat.txt,8750,9.0
da08750_925.dk.dat.txt,8750,9.25
da08750_950.dk.dat.txt,8750,9.5
da09000_650.dk.dat.txt,9000,6.5
da09000_675.dk.dat.txt,9000,6.75
da09000_700.dk.dat.txt,9000,7.0
da09000_725.dk.dat.txt,9000,7.25
da09000_750.dk.dat.txt,9000,7.5
da09000_775.dk.dat.txt,9000,7.75
da09000_800.dk.dat.txt,9000,8.0
da09000_825.dk.dat.txt,9000,8.25
da09000_850.dk.dat.txt,9000,8.5
da09000_875.dk.dat.txt,9000,8.75
da09000_900.dk.dat.txt,9000,9.0
da09000_925.dk.dat.txt,9000,9.25
da09000_950.dk.dat.txt,9000,9.5
da09250_650.dk.dat.txt,9250,6.5
da09250_675.dk.dat.txt,9250,6.75
da09250_700.dk.dat.txt,9250,7.0
da09250_725.dk.dat.txt,9250,7.25
da09250_750.dk.dat.txt,9250,7.5
da09250_775.dk.dat.txt,9250,7.75
da09250_800.dk.dat.txt,9250,8.0
da09250_825.dk.dat.txt,9250,8.25
da09250_850.dk.dat.txt,9250,8.5
da09250_875.dk.dat.txt,9250,8.75
da09250_900.dk.dat.txt,9250,9.0
da09250_925.dk.dat.txt,9250,9.25
da09250_950.dk.dat.txt,9250,9.5
da09500_650.dk.dat.txt,9500,6.5
da09500_675.dk.dat.txt,9500,6.75
da09500_700.dk.dat.txt,9500,7.0
da09500_725.dk.dat.txt,9500,7.25
da09500_750.dk.dat.txt,9500,7.5
da09500_775.dk.dat.txt,9500,7.75
da09500_800.dk.dat.txt,9500,8.0
da09500_825.dk.dat.txt,9500,8.25
da09500_850.dk.dat.txt,9500,8.5
da09500_875.dk.dat.txt,9500,8.75
da09500_900.dk.dat.txt,9500,9.0
da09500_925.dk.dat.txt,9500,9.25
da09500_950.dk.dat.txt,9500,9.5
da09750_650.dk.dat.txt,9750,6.5
da09750_675.dk.dat.txt,9750,6.75
da09750_700.dk.dat.txt,9750,7.0
da09750_725.dk.dat.txt,9750,7.25
da09750_750.dk.dat.txt,9750,7.5
da09750_775.dk.dat.txt,9750,7.75
da09750_800.dk.dat.txt,9750,8.0
da09750_825.dk.dat.txt,9750,8.25
da09750_850.dk.dat.txt,9750,8.5
da09750_875.dk.dat.txt,9750,8.75
da09750_900.dk.dat.txt,9750,9.0
da09750_925.dk.dat.txt,9750,9.25
da09750_950.dk.dat.txt,9750,9.5
da10000_650.dk.dat.txt,10000,6.5
da10000_675.dk.dat.txt,10000,6.75
da10000_700.dk.dat.txt,10000,7.0
da10000_725.dk.dat.txt,10000,7.25
da10000_750.dk.dat.txt,10000,7.5
da10000_775.dk.dat.txt,10000,7.75
da10000_800.dk.dat.txt,10000,8.0
da10000_825.dk.dat.txt,10000,8.25
da10000_850.dk.dat.txt,10000,8.5
da10000_875.dk.dat.txt,10000,8.75
da10000_900.dk.dat.txt,10000,9.0
da10000_925.dk.dat.txt,10000,9.25
da10000_950.dk.dat.txt,10000,9.5
da10250_650.dk.dat.txt,10250,6.5
da10250_675.dk.dat.txt,10250,6.75
da10250_700.dk.dat.txt,10250,7.0
da10250_725.dk.dat.txt,10250,7.25
da10250_750.dk.dat.txt,10250,7.5
da10250_775.dk.dat.txt,10250,7.75
da10250_800.dk.dat.txt,10250,8.0
da10250_825.dk.dat.txt,10250,8.25
da10250_850.dk.dat.txt,10250,8.5
da10250_875.dk.dat.txt,10250,8.75
da10250_900.dk.dat.txt,10250,9.0
da10250_925.dk.dat.txt,10250,9.25
da10250_950.dk.dat.txt,10250,9.5
da10500_650.dk.dat.txt,10500,6.5
da10500_675.dk.dat.txt,10500,6.75
da10500_700.dk.dat.txt,10500,7.0
da10500_725.dk.dat.txt,10500,7.25
da10500_750.dk.dat.txt,10500,7.5
da10500_775.dk.dat.txt,10500,7.75
da10500_800.dk.dat.txt,10500,8.0
da10500_825.dk.dat.txt,10500,8.25
da10500_850.dk.dat.txt,10500,8.5
da10500_875.dk.dat.txt,10500,8.75
da10500_900.dk.dat.txt,10500,9.0
da10500_925.dk.dat.txt,10500,9.25
da10500_950.dk.dat.txt,10500,9.5
da10750_650.dk.dat.txt,10750,6.5
da10750_675.dk.dat.txt,10750,6.75
da10750_700.dk.dat.txt,10750,7.0
da10750_725.dk.dat.txt,10750,7.25
da10750_750.dk.dat.txt,10750,7.5
da10750_775.dk.dat.txt,10750,7.75
da10750_800.dk.dat.txt,10750,8.0
da10750_825.dk.dat.txt,10750,8.25
da10750_850.dk.dat.txt,10750,8.5
da10750_875.dk.dat.txt,10750,8.75
da10750_900.dk.dat.txt,10750,9.0
da10750_925.dk.dat.txt,10750,9.25
da10750_950.dk.dat.txt,10750,9.5
da11000_650.dk.dat.txt,11000,6.5
da11000_675.dk.dat.txt,11000,6.75
da11000_700.dk.dat.txt,11000,7.0
da11000_725.dk.dat.txt,11000,7.25
da11000_750.dk.dat.txt,11000,7.5
da11000_775.dk.dat.txt,11000,7.75
da11000_800.dk.dat.txt,11000,8.0
da11000_825.dk.dat.txt,11000,8.25
da11000_850.dk.dat.txt,11000,8.5
da11000_875.dk.dat.txt,11000,8.75
da11000_900.dk.dat.txt,11000,9.0
da11000_925.dk.dat.txt,11000,9.25
da11000_950.dk.dat.txt,11000,9.5
da11250_650.dk.dat.txt,11250,6.5
da11250_675.dk.dat.txt,11250,6.75
da11250_700.dk.dat.txt,11250,7.0
da11250_725.dk.dat.txt,11250,7.25
da11250_750.dk.dat.txt,11250,7.5
da11250_775.dk.dat.txt,11250,7.75
da11250_800.dk.dat.txt,11250,8.0
da11250_825.dk.dat.txt,11250,8.25
da11250_850.dk.dat.txt,11250,8.5
da11250_875.dk.dat.txt,11250,8.75
da11250_900.dk.dat.txt,11250,9.0
da11250_925.dk.dat.txt,11250,9.25
da11250_950.dk.dat.txt,11250,9.5
da11500_650.dk.dat.txt,11500,6.5
da11500_675.dk.dat.txt,11500,6.75
da11500_700.dk.dat.txt,11500,7.0
da11500_725.dk.dat.txt,11500,7.25
da11500_750.dk.dat.txt,11500,7.5
da11500_775.dk.dat.txt,11500,7.75
da11500_800.dk.dat.txt,11500,8.0
da11500_825.dk.dat.txt,11500,8.25
da11500_850.dk.dat.txt,11500,8.5
da11500_875.dk.dat.txt,11500,8.75
da11500_900.dk.dat.txt,11500,9.0
da11500_925.dk.dat.txt,11500,9.25
da11500_950.dk.dat.txt,11500,9.5
da11750_650.dk.dat.txt,11750,6.5
da11750_675.dk.dat.txt,11750,6.75
da11750_700.dk.dat.txt,11750,7.0
da11750_725.dk.dat.txt,11750,7.25
da11750_750.dk.dat.txt,11750,7.5
da11750_775.dk.dat.txt,11750,7.75
da11750_800.dk.dat.txt,11750,8.0
da11750_825.dk.dat.txt,11750,8.25
da11750_850.dk.dat.txt,11750,8.5
da11750_875.dk.dat.txt,11750,8.75
da11750_900.dk.dat.txt,11750,9.0
da11750_925.dk.dat.txt,11750,9.25
da11750_950.dk.dat.txt,11750,9.5
da12000_650.dk.dat.txt,12000,6.5
da12000_675.dk.dat.txt,12000,6.75
da12000_700.dk.dat.txt,12000,7.0
da12000_725.dk.dat.txt,12000,7.25
da12000_750.dk.dat.txt,12000,7.5
da12000_775.dk.dat.txt,12000,7.75
da12000_800.dk.dat.txt,12000,8.0
da12000_825.dk.dat.txt,12000,8.25
da12000_850.dk.dat.txt,12000,8.5
da12000_875.dk.dat.txt,12000,8.75
da12000_900.dk.dat.txt,12000,9.0
da12000_925.dk.dat.txt,12000,9.25
da12000_950.dk.dat.txt,12000,9.5
da12250_650.dk.dat.txt,12250,6.5
da12250_675.dk.dat.txt,12250,6.75
da12250_700.dk.dat.txt,12250,7.0
da12250_725.dk.dat.txt,12250,7.25
da12250_750.dk.dat.txt,12250,7.5
da12250_775.dk.dat.txt,12250,7.75
da12250_800.dk.dat.txt,12250,8.0
da12250_825.dk.dat.txt,12250,8.25
da12250_850.dk.dat.txt,12250,8.5
da12250_875.dk.dat.txt,12250,8.75
da12250_900.dk.dat.txt,12250,9.0
da12250_925.dk.dat.txt,12250,9.25
da12250_950.dk.dat.txt,12250,9.5
da12500_650.dk.dat.txt,12500,6.5
da12500_675.dk.dat.txt,12500,6.75
da12500_700.dk.dat.txt,12500,7.0
da12500_725.dk.dat.txt,12500,7.25
da12500_750.dk.dat.txt,12500,7.5
da12500_775.dk.dat.txt,12500,7.75
da12500_800.dk.dat.txt,12500,8.0
da12500_825.dk.dat.txt,12500,8.25
da12500_850.dk.dat.txt,12500,8.5
da12500_875.dk.dat.txt,12500,8.75
da12500_900.dk.dat.txt,12500,9.0
da12500_925.dk.dat.txt,12500,9.25
da12500_950.dk.dat.txt,12500,9.5
da12750_650.dk.dat.txt,12750,6.5
da12750_675.dk.dat.txt,12750,6.75
da12750_700.dk.dat.txt,12750,7.0
da12750_725.dk.dat.txt,12750,7.25
da12750_750.dk.dat.txt,12750,7.5
da12750_775.dk.dat.txt,12750,7.75
da12750_800.dk.dat.txt,12750,8.0
da12750_825.dk.dat.txt,12750,8.25
da12750_850.dk.dat.txt,12750,8.5
da12750_875.dk.dat.txt,12750,8.75
da12750_900.dk.dat.txt,12750,9.0
da12750_925.dk.dat.txt,12750,9.25
da12750_950.dk.dat.txt,12750,9.5
da13000_650.dk.dat.txt,13000,6.5
da13000_675.dk.dat.txt,13000,6.75
da13000_700.dk.dat.txt,13000,7.0
da13000_725.dk.dat.txt,13000,7.25
da13000_750.dk.dat.txt,13000,7.5
da13000_775.dk.dat.txt,13000,7.75
da13000_800.dk.dat.txt,13000,8.0
da13000_825.dk.dat.txt,13000,8.25
da13000_850.dk.dat.txt,13000,8.5
da13000_875.dk.dat.txt,13000,8.75
da13000_900.dk.dat.txt,13000,9.0
da13000_925.dk.dat.txt,13000,9.25
da13000_950.dk.dat.txt,13000,9.5
da13250_650.dk.dat.txt,13250,6.5
da13250_675.dk.dat.txt,13250,6.75
da13250_700.dk.dat.txt,13250,7.0
da13250_725.dk.dat.txt,13250,7.25
da13250_750.dk.dat.txt,13250,7.5
da13250_775.dk.dat.txt,13250,7.75
da13250_800.dk.dat.txt,13250,8.0
da13250_825.dk.dat.txt,13250,8.25
da13250_850.dk.dat.txt,13250,8.5
da13250_875.dk.dat.txt,13250,8.75
da13250_900.dk.dat.txt,13250,9.0
da13250_925.dk.dat.txt,13250,9.25
da13250_950.dk.dat.txt,13250,9.5
da13500_650.dk.dat.txt,13500,6.5
da13500_675.dk.dat.txt,13500,6.75
da13500_700.dk.dat.txt,13500,7.0
da13500_725.dk.dat.txt,13500,7.25
da13500_750.dk.dat.txt,13500,7.5
da13500_775.dk.dat.txt,13500,7.75
da13500_800.dk.dat.txt,13500,8.0
da13500_825.dk.dat.txt,13500,8.25
da13500_850.dk.dat.txt,13500,8.5
da13500_875.dk.dat.txt,13500,8.75
da13500_900.dk.dat.txt,13500,9.0
da13500_925.dk.dat.txt,13500,9.25
da13500_950.dk.dat.txt,13500,9.5
da13750_650.dk.dat.txt,13750,6.5
da13750_675.dk.dat.txt,13750,6.75
da13750_700.dk.dat.txt,13750,7.0
da13750_725.dk.dat.txt,13750,7.25
da13750_750.dk.dat.txt,13750,7.5
da13750_775.dk.dat.txt,13750,7.75
da13750_800.dk.dat.txt,13750,8.0
da13750_825.dk.dat.txt,13750,8.25
da13750_850.dk.dat.txt,13750,8.5
da13750_875.dk.dat.txt,13750,8.75
da13750_900.dk.dat.txt,13750,9.0
da13750_925.dk.dat.txt,13750,9.25
da13750_950.dk.dat.txt,13750,9.5
da14000_650.dk.dat.txt,14000,6.5
da14000_675.dk.dat.txt,14000,6.75
da14000_700.dk.dat.txt,14000,7.0
da14000_725.dk.dat.txt,14000,7.25
da14000_750.dk.dat.txt,14000,7.5
da14000_775.dk.dat.txt,14000,7.75
da14000_800.dk.dat.txt,14000,8.0
da14000_825.dk.dat.txt,14000,8.25
da14000_850.dk.dat.txt,14000,8.5
da14000_875.dk.dat.txt,14000,8.75
da14000_900.dk.dat.txt,14000,9.0
da14000_925.dk.dat.txt,14000,9.25
da14000_950.dk.dat.txt,14000,9.5
da14250_650.dk.dat.txt,14250,6.5
da14250_675.dk.dat.txt,14250,6.75
da14250_700.dk.dat.txt,14250,7.0
da14250_725.dk.dat.txt,14250,7.25
da14250_750.dk.dat.txt,14250,7.5
da14250_775.dk.dat.txt,14250,7.75
da14250_800.dk.dat.txt,14250,8.0
da14250_825.dk.dat.txt,14250,8.25
da14250_850.dk.dat.txt,14250,8.5
da14250_875.dk.dat.txt,14250,8.75
da14250_900.dk.dat.txt,14250,9.0
da14250_925.dk.dat.txt,14250,9.25
da14250_950.dk.dat.txt,14250,9.5
da14500_650.dk.dat.txt,14500,6.5
da14500_675.dk.dat.txt,14500,6.75
da14500_700.dk.dat.txt,14500,7.0
da14500_725.dk.dat.txt,14500,7.25
da14500_750.dk.dat.txt,14500,7.5
da14500_775.dk.dat.txt,14500,7.75
da14500_800.dk.dat.txt,14500,8.0
da14500_825.dk.dat.txt,14500,8.25
da14500_850.dk.dat.txt,14500,8.5
da14500_875.dk.dat.txt,14500,8.75
da14500_900.dk.dat.txt,14500,9.0
da14500_925.dk.dat.txt,14500,9.25
da14500_950.dk.dat.txt,14500,9.5
da14750_650.dk.dat.txt,14750,6.5
da14750_675.dk.dat.txt,14750,6.75
da14750_700.dk.dat.txt,14750,7.0
da14750_725.dk.dat.txt,14750,7.25
da14750_750.dk.dat.txt,14750,7.5
da14750_775.dk.dat.txt,14750,7.75
da14750_800.dk.dat.txt,14750,8.0
da14750_825.dk.dat.txt,14750,8.25
da14750_850.dk.dat.txt,14750,8.5
da14750_875.dk.dat.txt,14750,8.75
da14750_900.dk.dat.txt,14750,9.0
da14750_925.dk.dat.txt,14750,9.25
da14750_950.dk.dat.txt,14750,9.5
da15000_650.dk.dat.txt,15000,6.5
da15000_675.dk.dat.txt,15000,6.75
da15000_700.dk.dat.txt,15000,7.0
da15000_725.dk.dat.txt,15000,7.25
da15000_750.dk.dat.txt,15000,7.5
da15000_775.dk.dat.txt,15000,7.75
da15000_800.dk.dat.txt,15000,8.0
da15000_825.dk.dat.txt,15000,8.25
da15000_850.dk.dat.txt,15000,8.5
da15000_875.dk.dat.txt,15000,8.75
da15000_900.dk.dat.txt,15000,9.0
da15000_925.dk.dat.txt,15000,9.25
da15000_950.dk.dat.txt,15000,9.5
da15250_650.dk.dat.txt,15250,6.5
da15250_675.dk.dat.txt,15250,6.75
da15250_700.dk.dat.txt,15250,7.0
