MH,logAge,Mini,Mass,logL,logTe,logg,label,mbolmag,Gmag,G_BPmag,G_RPmag,logR
0.0,7.0,0.0900000036,0.09,-2.066,3.3991,4.006,0,9.934,11.949,14.51,10.498,-0.306844931628771
0.0,7.0,0.1000000015,0.1,-2.003,3.4058,4.016,0,9.777,11.793,14.357,10.342,-0.28896618634843324
0.0,7.0,0.1085185707,0.108,-1.953,3.411,4.022,0,9.652,11.668,14.234,10.216,-0.27525430860495853
0.0,7.0,0.1247205883,0.125,-1.867,3.42,4.033,0,9.437,11.418,13.946,9.974,-0.2490111798444053
0.0,7.0,0.1381183267,0.138,-1.802,3.4267,4.039,0,9.276,11.162,13.582,9.739,-0.23052664314781487
0.0,7.0,0.1437702477,0.144,-1.778,3.4296,4.043,0,9.214,11.059,13.433,9.646,-0.2232849403008085
0.0,7.0,0.1476775855,0.148,-1.76,3.4316,4.046,0,9.171,10.988,13.333,9.581,-0.21883532865095467
0.0,7.0,0.1499548107,0.15,-1.749,3.4328,4.046,0,9.143,10.945,13.274,9.542,-0.21592055682059286
0.0,7.0,0.1693065614,0.169,-1.671,3.4417,4.056,0,8.947,10.638,12.848,9.26,-0.19502283404159645
0.0,7.0,0.1828360707,0.183,-1.62,3.4477,4.063,0,8.82,10.437,12.569,9.076,-0.18124064148321842
0.0,7.0,0.1975269169,0.197,-1.57,3.4535,4.069,0,8.695,10.243,12.299,8.899,-0.1682330732676368
0.0,7.0,0.2103438675,0.21,-1.53,3.4579,4.075,0,8.596,10.092,12.089,8.762,-0.15735653898147375
0.0,7.0,0.2289150357,0.229,-1.476,3.4641,4.082,0,8.459,9.889,11.812,8.576,-0.14204844517848916
0.0,7.0,0.2491668612,0.249,-1.421,3.4703,4.089,0,8.322,9.69,11.546,8.395,-0.12736651280056532
0.0,7.0,0.2697920203,0.27,-1.37,3.4763,4.096,0,8.195,9.506,11.298,8.227,-0.11328430426893966
0.0,7.0,0.2991635501,0.299,-1.303,3.4844,4.106,0,8.027,9.261,10.967,8.006,-0.09613059218621842
0.0,7.0,0.3000000119,0.3,-1.301,3.4846,4.106,0,8.022,9.255,10.958,8.0,-0.09540555898860209
0.0,7.0,0.3208859563,0.321,-1.259,3.4897,4.114,0,7.917,9.101,10.75,7.862,-0.08471367014599725
0.0,7.0,0.3500000238,0.35,-1.203,3.4964,4.123,0,7.778,8.909,10.499,7.687,-0.07043216417329556
0.0,7.0,0.3603455424,0.36,-1.186,3.4985,4.127,0,7.735,8.849,10.422,7.633,-0.06631493596478955
0.0,7.0,0.4000000358,0.4,-1.12,3.5064,4.138,0,7.57,8.626,10.136,7.43,-0.048936190684452104
0.0,7.0,0.4196018279,0.419,-1.09,3.5102,4.144,0,7.496,8.524,10.003,7.337,-0.04185917486528575
0.0,7.0,0.4500000179,0.45,-1.045,3.516,4.152,0,7.383,8.37,9.804,7.198,-0.030359929460761523
0.0,7.0,0.4760715663,0.476,-1.011,3.5208,4.162,0,7.298,8.251,9.649,7.092,-0.023162709988186696
0.0,7.0,0.5,0.5,-0.979,3.5251,4.169,0,7.219,8.141,9.506,6.994,-0.01598118418042367
0.0,7.0,0.5128666162,0.513,-0.964,3.5277,4.174,0,7.179,8.083,9.427,6.943,-0.012907503792525374
0.0,7.0,0.5434182286,0.543,-0.927,3.5328,4.183,0,7.086,7.955,9.262,6.83,-0.005066271554009688
0.0,7.0,0.5500000119,0.55,-0.919,3.5337,4.184,0,7.068,7.93,9.23,6.808,-0.0027848416013114153
0.0,7.0,0.5567127466,0.556,-0.911,3.5352,4.187,0,7.048,7.901,9.191,6.782,-0.0019287905574046844
0.0,7.0,0.5864229798,0.586,-0.877,3.5405,4.197,0,6.962,7.779,9.03,6.675,0.004482621660612019
0.0,7.0,0.6000000238,0.6,-0.862,3.5425,4.2,0,6.925,7.728,8.965,6.631,0.008109438843388382
0.0,7.0,0.620954752,0.621,-0.837,3.5471,4.208,0,6.862,7.634,8.839,6.55,0.011579613739856689
0.0,7.0,0.6499999762,0.65,-0.804,3.5524,4.216,0,6.78,7.517,8.684,6.449,0.01749049197299446
0.0,7.0,0.6672595739,0.667,-0.782,3.5564,4.222,0,6.725,7.436,8.576,6.38,0.020096730609840904
0.0,7.0,0.7000000477,0.7,-0.74,3.5636,4.23,0,6.621,7.284,8.376,6.251,0.02658283365869491
0.0,7.0,0.75,0.75,-0.582,3.6185,4.321,0,6.225,6.557,7.343,5.69,-0.003935554652583148
0.0,7.0,0.769023478,0.769,-0.564,3.6207,4.323,0,6.181,6.501,7.277,5.641,0.0004969835522819719
0.0,7.0,0.8000000119,0.8,-0.532,3.6243,4.322,0,6.099,6.4,7.159,5.551,0.009578807147538415
0.0,7.0,0.8286339045,0.828,-0.503,3.6282,4.324,0,6.027,6.307,7.049,5.469,0.01604898204400681
0.0,7.0,0.8500000238,0.85,-0.478,3.6311,4.322,0,5.965,6.23,6.958,5.401,0.022743276508712995
0.0,7.0,0.8908512592,0.89,-0.43,3.6374,4.319,0,5.844,6.076,6.774,5.267,0.034228816974023066
0.0,7.0,0.8999999762,0.899,-0.419,3.6389,4.318,0,5.816,6.041,6.732,5.236,0.03691365951818133
0.0,7.0,0.9269083738,0.926,-0.388,3.6432,4.317,0,5.74,5.942,6.615,5.15,0.043839306992533765
0.0,7.0,0.9499999881,0.95,-0.358,3.6472,4.315,0,5.666,5.848,6.503,5.068,0.05039561629599035
0.0,7.0,0.9896020293,0.99,-0.31,3.6542,4.313,0,5.545,5.693,6.32,4.933,0.06035141095034178
0.0,7.0,1.0,1.0,-0.296,3.6562,4.311,0,5.511,5.65,6.268,4.895,0.06353381365156674
0.0,7.0,1.0499999523,1.05,-0.236,3.6658,4.31,0,5.359,5.456,6.039,4.728,0.07462846318653593
0.0,7.0,1.0606496334,1.06,-0.221,3.668,4.309,0,5.324,5.412,5.987,4.69,0.07718674628395181
0.0,7.0,1.0928220749,1.092,-0.171,3.6757,4.303,0,5.199,5.257,5.806,4.556,0.08664513283592601
0.0,7.0,1.1000000238,1.099,-0.16,3.6775,4.301,0,5.17,5.222,5.765,4.526,0.08903265986331187
0.0,7.0,1.144567132,1.144,-0.093,3.688,4.293,0,5.002,5.019,5.53,4.35,0.10174682588006924
0.0,7.0,1.1499999762,1.149,-0.084,3.6894,4.292,0,4.979,4.992,5.498,4.326,0.10319382799570938
0.0,7.0,1.2000000477,1.2,-0.003,3.7018,4.28,0,4.778,4.756,5.227,4.121,0.11862443667537896
0.0,7.0,1.2108980417,1.21,0.014,3.7045,4.276,0,4.734,4.705,5.169,4.076,0.12242649880979188
0.0,7.0,1.25,1.25,0.084,3.7148,4.262,0,4.56,4.507,4.945,3.901,0.13648882015559516
0.0,7.0,1.2700788975,1.27,0.121,3.7201,4.253,0,4.467,4.402,4.827,3.809,0.14443567412954503
0.0,7.0,1.2999999523,1.3,0.181,3.7284,4.237,0,4.318,4.238,4.645,3.663,0.15750548980498513
0.0,7.0,1.3240245581,1.324,0.231,3.7351,4.221,0,4.193,4.102,4.493,3.542,0.16947780620340724
0.0,7.0,1.3500000238,1.35,0.29,3.7427,4.201,0,4.045,3.944,4.318,3.4,0.18370069789906993
0.0,7.0,1.3689591885,1.369,0.336,3.7482,4.184,0,3.931,3.824,4.185,3.293,0.19523553771856159
0.0,7.0,1.3999999762,1.4,0.417,3.7577,4.15,0,3.727,3.611,3.951,3.102,0.2170978314906856
0.0,7.0,1.4047262669,1.405,0.43,3.7592,4.144,0,3.694,3.577,3.913,3.072,0.22087197577211598
0.0,7.0,1.4286682606,1.429,0.501,3.7669,4.112,0,3.517,3.395,3.714,2.908,0.24054992804705175
0.0,7.0,1.4500000477,1.45,0.568,3.7742,4.08,0,3.35,3.223,3.526,2.754,0.2597178147690541
0.0,7.0,1.4673676491,1.468,0.624,3.7804,4.054,0,3.21,3.081,3.37,2.627,0.27539684144159243
0.0,7.0,1.4870699644,1.487,0.687,3.7878,4.027,0,3.052,2.922,3.196,2.486,0.2916892979125437
0.0,7.0,1.5,1.5,0.728,3.793,4.01,0,2.951,2.82,3.084,2.397,0.30207944317940744
0.0,7.0,1.5066207647,1.507,0.748,3.7957,4.002,0,2.899,2.768,3.026,2.351,0.3070904398088827
0.0,7.0,1.5275974274,1.528,0.812,3.8049,3.982,0,2.74,2.609,2.849,2.216,0.32009549077140215
0.0,7.0,1.5445896387,1.545,0.861,3.8132,3.971,0,2.618,2.488,2.711,2.115,0.32799805553199335
0.0,7.0,1.5499999523,1.55,0.875,3.8162,3.97,0,2.582,2.452,2.67,2.086,0.3291996627367124
0.0,7.0,1.5619095564,1.562,0.906,3.8231,3.97,0,2.504,2.374,2.58,2.025,0.33087432842220743
0.0,7.0,1.5773038864,1.577,0.942,3.8333,3.979,0,2.416,2.288,2.476,1.962,0.3284496603160181
0.0,7.0,1.5953432322,1.595,0.975,3.847,4.006,0,2.332,2.208,2.374,1.915,0.3174141573481666
0.0,7.0,1.6000000238,1.6,0.983,3.8508,4.014,0,2.313,2.189,2.35,1.906,0.314093804979529
0.0,7.0,1.6000740528,1.6,0.983,3.8509,4.014,0,2.312,2.189,2.349,1.905,0.314093804979529
0.0,7.0,1.6043995619,1.604,0.989,3.8545,4.024,0,2.297,2.176,2.33,1.901,0.30963599562563904
0.0,7.0,1.6184947491,1.618,0.993,3.8633,4.06,0,2.289,2.172,2.313,1.918,0.29352307228969365
0.0,7.0,1.6409350634,1.64,0.979,3.8727,4.117,0,2.323,2.214,2.342,1.982,0.26795573767541564
0.0,7.0,1.6499999762,1.649,0.966,3.8744,4.139,0,2.355,2.247,2.373,2.019,0.25814414147382597
0.0,7.0,1.6588681936,1.658,0.95,3.875,4.159,0,2.395,2.288,2.413,2.061,0.24932607675869414
0.0,7.0,1.6711912155,1.67,0.926,3.8741,4.183,0,2.454,2.348,2.475,2.118,0.2388920492253584
0.0,7.0,1.6842002869,1.683,0.906,3.8729,4.202,0,2.506,2.4,2.529,2.166,0.23107587163947868
0.0,7.0,1.7000000477,1.699,0.896,3.8725,4.214,0,2.53,2.424,2.554,2.189,0.2271305030860893
0.0,7.0,1.7062702179,1.705,0.892,3.8724,4.219,0,2.539,2.434,2.564,2.198,0.2253960053158248
0.0,7.0,1.7297840118,1.729,0.898,3.8744,4.227,0,2.524,2.42,2.547,2.189,0.2244313102885278
0.0,7.0,1.75,1.749,0.931,3.8811,4.226,0,2.442,2.342,2.459,2.128,0.227428718390905
0.0,7.0,1.7655030489,1.764,0.956,3.8862,4.226,0,2.381,2.285,2.394,2.083,0.22928310404946717
0.0,7.0,1.7968058586,1.796,1.014,3.8997,4.229,0,2.235,2.152,2.241,1.984,0.23168697981720943
0.0,7.0,1.7999998331,1.799,1.02,3.9014,4.23,0,2.219,2.138,2.225,1.975,0.2315493953243421
0.0,7.0,1.8316438198,1.83,1.085,3.9194,4.244,0,2.056,2.0,2.063,1.883,0.22825935851678156
0.0,7.0,1.8500000238,1.849,1.124,3.9312,4.257,0,1.959,1.926,1.974,1.837,0.22400226923115343
0.0,7.0,1.85676682,1.856,1.138,3.9356,4.263,0,1.924,1.902,1.944,1.822,0.22182279959298837
0.0,7.0,1.8939672709,1.893,1.194,3.956,4.298,0,1.786,1.823,1.845,1.782,0.20860912063346498
0.0,7.0,1.8999999762,1.899,1.193,3.9561,4.3,0,1.789,1.826,1.848,1.784,0.20829629602007552
0.0,7.0,1.9158895016,1.915,1.206,3.9625,4.316,0,1.754,1.813,1.83,1.782,0.2021182028038876
0.0,7.0,1.9500000477,1.95,1.222,3.9698,4.337,0,1.715,1.801,1.813,1.781,0.19555111933282587
0.0,7.0,1.9702951908,1.97,1.233,3.9742,4.349,0,1.688,1.793,1.801,1.778,0.19176692673236306
0.0,7.0,2.0,2.0,1.251,3.9787,4.355,0,1.643,1.765,1.77,1.757,0.19204881148355707
0.0,7.0,2.0398910046,2.04,1.271,3.9839,4.364,0,1.593,1.738,1.739,1.736,0.19184889736451613
0.0,7.0,2.0499999523,2.05,1.279,3.9856,4.365,0,1.572,1.724,1.724,1.725,0.1924107441794437
0.0,7.0,2.0999999046,2.099,1.321,3.9937,4.365,0,1.467,1.654,1.649,1.665,0.1975400329427668
0.0,7.0,2.1500000954,2.149,1.362,4.0016,4.366,0,1.364,1.588,1.578,1.607,0.20215202139728858
0.0,7.0,2.2000000477,2.199,1.402,4.0093,4.367,0,1.264,1.523,1.51,1.551,0.20664642833196187
0.0,7.0,2.25,2.249,1.441,4.0167,4.367,0,1.167,1.461,1.444,1.495,0.21152854136938284
0.0,7.0,2.2999999523,2.299,1.479,4.0238,4.368,0,1.072,1.401,1.38,1.442,0.21580329928620612
0.0,7.0,2.4000000954,2.399,1.551,4.0373,4.368,0,0.891,1.287,1.26,1.339,0.2250489376354818
0.0,7.0,2.5999999046,2.6,1.686,4.062,4.367,0,0.555,1.075,1.038,1.145,0.2430204876369757
0.0,7.0,2.7361083031,2.736,1.772,4.0772,4.364,1,0.341,0.94,0.897,1.019,0.25559186017560603
0.0,7.0,2.7999999523,2.8,1.81,4.0841,4.363,1,0.244,0.879,0.834,0.963,0.2611128293226761
0.0,7.0,2.997923851,2.998,1.924,4.104,4.358,1,-0.041,0.7,0.649,0.796,0.27844962790769723
0.0,7.0,3.0,3.0,1.926,4.1042,4.358,1,-0.044,0.698,0.647,0.794,0.2785944410113981
0.0,7.0,3.2000000477,3.199,2.032,4.1226,4.353,0,-0.311,0.533,0.476,0.64,0.29504093369362033
0.0,7.0,3.4000000954,3.398,2.132,4.1395,4.347,1,-0.561,0.378,0.315,0.493,0.31114550091807985
0.0,7.0,3.5999999046,3.598,2.226,4.1549,4.34,1,-0.795,0.232,0.164,0.356,0.327064393156333
0.0,7.0,3.749484539,3.747,2.292,4.166,4.335,1,-0.961,0.129,0.059,0.26,0.33837566019846566
0.0,7.0,3.7999999523,3.798,2.314,4.1697,4.334,1,-1.016,0.095,0.024,0.228,0.3418112938520662
0.0,7.0,4.0,4.001,2.397,4.1831,4.327,1,-1.223,-0.034,-0.11,0.106,0.35661808934106537
0.0,7.0,4.1999998093,4.198,2.477,4.1961,4.321,1,-1.422,-0.156,-0.235,-0.008,0.37005503077475765
0.0,7.0,4.4000000954,4.397,2.552,4.2081,4.314,1,-1.609,-0.273,-0.356,-0.119,0.3836120464614198
0.0,7.0,4.5999999046,4.597,2.623,4.2194,4.307,1,-1.788,-0.386,-0.472,-0.225,0.39677106552672137
0.0,7.0,4.8000001907,4.798,2.692,4.2303,4.3,1,-1.96,-0.493,-0.583,-0.326,0.4095639354674726
0.0,7.0,5.0,4.999,2.757,4.2401,4.292,1,-2.122,-0.598,-0.69,-0.426,0.42247538202786183
0.0,7.0,5.0192375183,5.018,2.763,4.2411,4.292,1,-2.138,-0.608,-0.7,-0.435,0.4232991421408626
0.0,7.0,5.1999998093,5.2,2.82,4.2498,4.285,1,-2.279,-0.698,-0.793,-0.52,0.43453548546896625
0.0,7.0,5.3999996185,5.401,2.88,4.2592,4.279,1,-2.431,-0.795,-0.892,-0.611,0.44577090229216354
0.0,7.0,5.5999994278,5.601,2.939,4.2681,4.272,1,-2.576,-0.888,-0.989,-0.7,0.457166599985937
0.0,7.0,5.8000001907,5.801,2.995,4.2765,4.265,1,-2.716,-0.98,-1.082,-0.787,0.46828524638536534
0.0,7.0,6.0,6.0,3.049,4.2846,4.258,1,-2.852,-1.068,-1.173,-0.87,0.47910943884338847
0.0,7.0,6.1999998093,6.2,3.101,4.2925,4.251,1,-2.983,-1.154,-1.261,-0.952,0.48972965840069355
0.0,7.0,6.4000000954,6.399,3.152,4.2999,4.244,1,-3.109,-1.237,-1.347,-1.031,0.5000898687361124
0.0,7.0,7.0,6.996,3.295,4.3208,4.223,1,-3.467,-1.477,-1.592,-1.259,0.5299587140548863
0.0,7.0,7.1838927269,7.181,3.336,4.3266,4.217,1,-3.569,-1.546,-1.663,-1.325,0.5386262770151516
0.0,7.0,7.8310551643,7.831,3.474,4.3461,4.194,1,-3.914,-1.783,-1.905,-1.552,0.5689424256352982
0.0,7.0,8.0,8.001,3.508,4.3508,4.188,1,-4.001,-1.844,-1.967,-1.61,0.5766059488563361
0.0,7.0,8.1143121719,8.115,3.531,4.3539,4.184,1,-4.057,-1.883,-2.007,-1.648,0.581678075732692
0.0,7.0,8.7614240646,8.757,3.655,4.3703,4.159,1,-4.367,-2.104,-2.232,-1.86,0.6107114885054052
0.0,7.0,9.0,8.995,3.699,4.376,4.149,1,-4.478,-2.184,-2.314,-1.938,0.6215343974923517
0.0,7.0,9.1375169754,9.133,3.724,4.379,4.143,1,-4.539,-2.229,-2.359,-1.981,0.6278405424755212
0.0,7.0,9.7016201019,9.698,3.821,4.391,4.119,1,-4.783,-2.41,-2.543,-2.156,0.6528749035413196
0.0,7.0,10.0,9.998,3.872,4.3969,4.106,1,-4.909,-2.504,-2.639,-2.248,0.6659903798598524
0.0,7.0,10.1542730331,10.153,3.897,4.3998,4.099,1,-4.972,-2.552,-2.687,-2.294,0.6728310067436352
0.0,7.0,10.6625652313,10.663,3.977,4.4087,4.075,1,-5.174,-2.693,-2.835,-2.43,0.6954735182551703
0.0,7.0,11.0,11.001,4.03,4.4141,4.058,1,-5.305,-2.8,-2.945,-2.529,0.7107498959916994
0.0,7.0,11.3079423904,11.309,4.076,4.4186,4.042,1,-5.421,-2.897,-3.044,-2.618,0.724745915686239
0.0,7.0,11.6986665726,11.7,4.134,4.4237,4.019,1,-5.565,-3.022,-3.173,-2.733,0.7436267445246474
0.0,7.0,12.0,12.001,4.178,4.4274,4.001,1,-5.675,-3.121,-3.272,-2.832,0.75814253152485
0.0,7.0,12.1228971481,12.121,4.195,4.4287,3.993,1,-5.717,-3.159,-3.309,-2.871,0.7643030392666365
0.0,7.0,12.4988889694,12.489,4.246,4.4324,3.97,1,-5.845,-3.273,-3.422,-2.99,0.7822976464547866
0.0,7.0,12.8730363846,12.854,4.296,4.4356,3.945,1,-5.97,-3.387,-3.535,-3.108,0.8010529614387573
0.0,7.0,13.3533258438,13.32,4.36,4.4385,3.908,1,-6.131,-3.538,-3.686,-3.262,0.8272859260687079
0.0,7.0,13.7968626022,13.75,4.419,4.4401,3.87,1,-6.277,-3.681,-3.828,-3.406,0.8531851627347073
0.0,7.0,14.0,13.947,4.445,4.4405,3.851,0,-6.343,-3.748,-3.896,-3.474,0.8657742141029414
0.0,7.0,14.0324316025,13.979,4.449,4.4405,3.848,0,-6.353,-3.758,-3.906,-3.484,0.8677718660940466
0.0,7.0,14.48341465,14.418,4.504,4.4406,3.807,0,-6.491,-3.901,-4.049,-3.627,0.8949863242453386
0.0,7.0,14.9800291061,14.899,4.565,4.4387,3.753,0,-6.643,-4.071,-4.219,-3.795,0.9291123737283011
0.0,7.0,15.464058876,15.366,4.624,4.4348,3.692,0,-6.79,-4.249,-4.397,-3.971,0.9663142280776033
0.0,7.0,15.8972196579,15.782,4.676,4.4293,3.629,0,-6.921,-4.421,-4.569,-4.144,1.0036148331746044
0.0,7.0,16.0,15.88,4.689,4.4277,3.613,0,-6.952,-4.465,-4.612,-4.188,1.0129590626971055
0.0,7.0,16.0958461761,15.97,4.7,4.4262,3.599,0,-6.979,-4.503,-4.651,-4.227,1.021186271720808
0.0,7.0,16.4518585205,16.303,4.741,4.4185,3.536,0,-7.081,-4.661,-4.804,-4.393,1.0571675779260354
0.0,7.0,16.7961940765,16.623,4.78,4.4094,3.469,0,-7.18,-4.826,-4.965,-4.571,1.09488851609135
0.0,7.0,17.1179542542,16.921,4.817,4.3991,3.398,0,-7.272,-4.965,-5.1,-4.717,1.1342468263851213
0.0,7.0,17.3106994629,17.1,4.839,4.3914,3.349,0,-7.328,-5.071,-5.204,-4.827,1.1610318688476435
0.0,7.0,17.4997138977,17.274,4.862,4.3828,3.296,0,-7.385,-5.18,-5.312,-4.94,1.1897302712824296
0.0,7.0,17.7474975586,17.498,4.893,4.3745,3.238,0,-7.462,-5.288,-5.418,-5.05,1.2215280197489642
0.0,7.0,18.0,17.717,4.93,4.3808,3.232,0,-7.555,-5.355,-5.486,-5.115,1.227228906237822
0.0,7.0,18.0268783569,17.739,4.934,4.382,3.233,0,-7.565,-5.362,-5.494,-5.122,1.2269983805109508
0.0,7.0,18.049036026,17.759,4.943,4.3923,3.266,0,-7.588,-5.32,-5.454,-5.076,1.2107430672695605
0.0,7.0,18.0580749512,17.768,4.954,4.4028,3.297,0,-7.616,-5.347,-5.481,-5.105,1.1953530864217754
0.0,7.0,18.0626239777,17.771,4.969,4.4139,3.326,0,-7.653,-5.323,-5.461,-5.071,1.1808897470888962
0.0,7.0,18.0643596649,17.773,4.98,4.4207,3.343,0,-7.68,-5.31,-5.451,-5.052,1.1724141840955562
0.0,7.0,18.0653038025,17.774,4.979,4.4207,3.343,0,-7.678,-5.309,-5.449,-5.05,1.1724264015676922
0.0,7.0,18.069519043,17.778,4.968,4.4143,3.329,1,-7.651,-5.317,-5.456,-5.065,1.179475264583414
0.0,7.0,18.0707778931,17.779,4.966,4.4043,3.291,1,-7.645,-5.371,-5.506,-5.128,1.1984874786195256
0.0,7.0,18.0719184875,17.78,4.966,4.393,3.246,1,-7.644,-5.369,-5.503,-5.124,1.220999691968664
0.0,7.0,18.0729217529,17.781,4.967,4.3815,3.199,1,-7.646,-5.443,-5.575,-5.204,1.244511904630907
0.0,7.0,18.073764801,17.781,4.968,4.3707,3.155,1,-7.65,-5.474,-5.604,-5.238,1.266511904630907
0.0,7.0,18.0746097565,17.782,4.97,4.359,3.106,1,-7.654,-5.635,-5.762,-5.408,1.2910241166063314
0.0,7.0,18.0754795074,17.783,4.972,4.3461,3.053,1,-7.659,-5.72,-5.844,-5.499,1.3175363278950145
0.0,7.0,18.0761756897,17.783,4.973,4.3352,3.007,1,-7.663,-5.781,-5.903,-5.564,1.3405363278950146
0.0,7.0,18.076883316,17.783,4.975,4.3234,2.959,1,-7.666,-5.848,-5.967,-5.636,1.3645363278950144
0.0,7.0,18.0775947571,17.784,4.976,4.3109,2.908,1,-7.669,-5.925,-6.042,-5.719,1.3900485384970338
0.0,7.0,18.0781364441,17.784,4.976,4.301,2.868,1,-7.671,-5.985,-6.1,-5.784,1.4100485384970338
0.0,7.0,18.0786819458,17.784,4.977,4.2905,2.825,1,-7.672,-5.908,-6.018,-5.711,1.4315485384970337
0.0,7.0,18.0792255402,17.785,4.977,4.2797,2.781,1,-7.673,-5.973,-6.079,-5.785,1.4535607484124662
0.0,7.0,18.0797767639,17.785,4.978,4.2682,2.735,1,-7.674,-6.038,-6.141,-5.857,1.4765607484124663
0.0,7.0,18.0803318024,17.785,4.978,4.256,2.687,1,-7.674,-6.105,-6.204,-5.931,1.5005607484124663
0.0,7.0,18.0808925629,17.786,4.978,4.2433,2.635,1,-7.674,-6.176,-6.271,-6.009,1.5265729576413893
0.0,7.0,18.0814571381,17.786,4.977,4.2298,2.582,1,-7.673,-6.25,-6.341,-6.091,1.5530729576413893
0.0,7.0,18.0818347931,17.787,4.977,4.2204,2.545,1,-7.672,-6.301,-6.39,-6.148,1.5715851661838798
0.0,7.0,18.0822181702,17.786,4.976,4.2104,2.505,1,-7.671,-6.355,-6.44,-6.208,1.5915729576413893
0.0,7.0,18.0826034546,17.787,4.976,4.2001,2.465,1,-7.669,-6.41,-6.492,-6.27,1.6115851661838798
0.0,7.0,18.0829944611,17.787,4.975,4.1892,2.422,1,-7.667,-6.469,-6.547,-6.334,1.6330851661838797
0.0,7.0,18.0833911896,17.787,4.974,4.1776,2.377,1,-7.665,-6.53,-6.605,-6.403,1.6555851661838799
0.0,7.0,18.0838012695,17.787,4.973,4.1651,2.328,1,-7.662,-6.595,-6.666,-6.477,1.6800851661838798
