MH,logAge,Mini,Mass,logL,logTe,logg,label,mbolmag,Gmag,G_BPmag,G_RPmag,logR
0.0,7.0,18.0842247009,17.788,4.971,4.1515,2.275,1,-7.658,-6.663,-6.728,-6.558,1.7065973740400153
0.0,7.0,18.0846710205,17.788,4.969,4.1364,2.217,1,-7.653,-6.742,-6.802,-6.647,1.7355973740400152
0.0,7.0,18.0851383209,17.788,4.967,4.1195,2.151,1,-7.647,-6.835,-6.891,-6.744,1.7685973740400154
0.0,7.0,18.0853881836,17.789,4.966,4.1101,2.115,1,-7.644,-6.885,-6.939,-6.798,1.7866095812098726
0.0,7.0,18.0856552124,17.788,4.964,4.0995,2.074,1,-7.64,-6.939,-6.989,-6.858,1.8070973740400154
0.0,7.0,18.0859375,17.788,4.962,4.0879,2.029,1,-7.636,-6.997,-7.043,-6.923,1.8295973740400153
0.0,7.0,18.0862560272,17.789,4.96,4.0741,1.976,1,-7.63,-7.056,-7.095,-7.0,1.8561095812098727
0.0,7.0,18.0866146088,17.789,4.958,4.0577,1.913,1,-7.624,-7.13,-7.16,-7.091,1.8876095812098725
0.0,7.0,18.0870132446,17.788,4.954,4.038,1.838,1,-7.616,-7.222,-7.246,-7.194,1.925097374040015
0.0,7.0,18.0874576569,17.787,4.951,4.014,1.745,1,-7.607,-7.329,-7.344,-7.315,1.9715851661838797
0.0,7.0,18.0879573822,17.787,4.947,3.9844,1.631,1,-7.596,-7.452,-7.457,-7.455,2.0285851661838796
0.0,7.0,18.0885124207,17.786,4.941,3.9476,1.489,1,-7.584,-7.573,-7.554,-7.623,2.099572957641389
0.0,7.0,18.0891246796,17.786,4.935,3.9024,1.315,1,-7.567,-7.7,-7.655,-7.795,2.1865729576413893
0.0,7.0,18.089717865,17.785,4.926,3.8527,1.124,1,-7.546,-7.74,-7.634,-7.941,2.282060748412466
0.0,7.0,18.0899925232,17.786,4.921,3.8283,1.032,1,-7.532,-7.731,-7.578,-8.004,2.328072957641389
0.0,7.0,18.0901470184,17.785,4.917,3.8146,0.981,1,-7.523,-7.719,-7.536,-8.036,2.353560748412466
0.0,7.0,18.0903186798,17.785,4.912,3.798,0.92,1,-7.509,-7.7,-7.475,-8.073,2.384060748412466
0.0,7.0,18.0905094147,17.785,4.905,3.7786,0.85,1,-7.492,-7.67,-7.391,-8.108,2.419060748412466
0.0,7.0,18.0907249451,17.785,4.897,3.7568,0.77,1,-7.472,-7.624,-7.279,-8.134,2.4590607484124662
0.0,7.0,18.0909633636,17.785,4.885,3.733,0.687,1,-7.442,-7.553,-7.138,-8.132,2.5005607484124663
0.0,7.0,18.0912342072,17.785,4.867,3.7081,0.606,1,-7.397,-7.448,-6.967,-8.088,2.541060748412466
0.0,7.0,18.0915298462,17.785,4.842,3.6808,0.521,1,-7.334,-7.304,-6.752,-8.003,2.583560748412466
0.0,7.0,18.0918579102,17.785,4.817,3.6529,0.435,1,-7.272,-7.136,-6.503,-7.897,2.6265607484124662
0.0,7.0,18.092546463,17.785,4.755,3.6158,0.348,1,-7.117,-6.775,-6.007,-7.627,2.670060748412466
0.0,7.0,18.0929145813,17.786,4.749,3.6066,0.317,1,-7.103,-6.699,-5.89,-7.578,2.6855729576413894
0.0,7.0,18.0933074951,17.786,4.758,3.5971,0.271,1,-7.125,-6.651,-5.792,-7.56,2.708572957641389
0.0,7.0,18.093624115,17.786,4.805,3.5886,0.19,1,-7.242,-6.698,-5.786,-7.637,2.7490729576413893
0.0,7.0,18.0938453674,17.786,4.833,3.583,0.139,1,-7.313,-6.718,-5.764,-7.678,2.7745729576413893
0.0,7.0,18.0942630768,17.787,4.887,3.5732,0.046,1,-7.448,-6.751,-5.708,-7.755,2.8210851661838796
0.0,7.0,18.1143932343,17.785,5.015,3.5575,-0.145,1,-7.768,-6.861,-5.6,-7.955,2.9165607484124663
0.0,7.0,18.1453914642,17.786,4.98,3.5622,-0.091,1,-7.679,-6.842,-5.658,-7.907,2.889572957641389
0.0,7.0,18.1954936981,17.795,4.943,3.5679,-0.031,1,-7.588,-6.827,-5.723,-7.86,2.859682809821499
0.0,7.0,18.3246307373,17.829,4.934,3.5756,0.009,1,-7.565,-6.893,-5.87,-7.888,2.840097306140503
0.0,7.0,18.3765258789,17.839,4.988,3.5834,-0.013,1,-7.701,-7.107,-6.146,-8.071,2.851219066399918
0.0,7.0,18.3848724365,17.838,5.06,3.6694,0.259,1,-7.881,-7.813,-7.218,-8.545,2.7152068934458575
0.0,7.0,18.3889255524,17.832,5.062,3.8313,0.904,1,-7.885,-8.086,-7.942,-8.347,2.3926338413876573
0.0,7.0,18.3910274506,17.828,5.062,3.8731,1.071,1,-7.886,-8.066,-7.993,-8.214,2.309085126358636
0.0,7.0,18.3919715881,17.826,5.064,3.8881,1.13,1,-7.89,-8.051,-7.994,-8.168,2.2795607647452205
0.0,7.0,18.3924198151,17.824,5.065,3.8953,1.157,1,-7.892,-8.038,-7.988,-8.146,2.266036400398384
0.0,7.0,18.3928432465,17.823,5.065,3.9034,1.189,1,-7.893,-8.02,-7.974,-8.119,2.2500242171997415
0.0,7.0,18.3930206299,17.823,5.065,3.9073,1.205,1,-7.894,-8.01,-7.966,-8.106,2.2420242171997415
0.0,7.0,18.3932170868,17.823,5.066,3.9118,1.223,1,-7.894,-7.998,-7.957,-8.089,2.233024217199741
0.0,7.0,18.3934383392,17.823,5.065,3.9179,1.247,1,-7.893,-7.981,-7.945,-8.064,2.221024217199741
0.0,7.0,18.3936824799,17.823,5.064,3.9262,1.281,1,-7.891,-7.959,-7.931,-8.025,2.2040242171997413
0.0,7.0,18.3939590454,17.823,5.063,3.9354,1.319,1,-7.889,-7.927,-7.904,-7.982,2.1850242171997416
0.0,7.0,18.3942661285,17.823,5.063,3.9443,1.356,1,-7.886,-7.89,-7.87,-7.941,2.166524217199741
0.0,7.0,18.3946113586,17.823,5.062,3.9526,1.39,1,-7.885,-7.856,-7.84,-7.9,2.1495242171997413
0.0,7.0,18.3949947357,17.823,5.061,3.9611,1.424,1,-7.883,-7.827,-7.819,-7.857,2.1325242171997414
0.0,7.0,18.3954257965,17.823,5.06,3.9698,1.46,1,-7.88,-7.798,-7.798,-7.81,2.1145242171997416
0.0,7.0,18.3959083557,17.823,5.059,3.9783,1.495,1,-7.878,-7.76,-7.763,-7.767,2.0970242171997415
0.0,7.0,18.3964443207,17.823,5.058,3.9867,1.53,1,-7.875,-7.721,-7.727,-7.722,2.0795242171997415
0.0,7.0,18.3970451355,17.823,5.057,3.9956,1.566,1,-7.872,-7.678,-7.687,-7.675,2.061524217199741
0.0,7.0,18.3977184296,17.823,5.056,4.0034,1.599,1,-7.869,-7.64,-7.652,-7.632,2.0450242171997415
0.0,7.0,18.3984680176,17.822,5.054,4.0108,1.63,1,-7.866,-7.602,-7.617,-7.59,2.0295120333175136
0.0,7.0,18.3993091583,17.822,5.053,4.0181,1.661,1,-7.862,-7.564,-7.581,-7.548,2.0140120333175133
0.0,7.0,18.4002475739,17.822,5.051,4.0251,1.69,1,-7.858,-7.527,-7.546,-7.506,1.9995120333175134
0.0,7.0,18.4012985229,17.821,5.05,4.0308,1.715,1,-7.854,-7.495,-7.517,-7.472,1.9869998487516234
0.0,7.0,18.4024734497,17.82,5.049,4.0348,1.731,1,-7.852,-7.473,-7.496,-7.447,1.9789876635019947
0.0,7.0,18.4037857056,17.819,5.048,4.0381,1.746,1,-7.849,-7.454,-7.478,-7.426,1.9714754775685506
0.0,7.0,18.4052505493,17.82,5.047,4.0408,1.757,1,-7.847,-7.439,-7.463,-7.409,1.9659876635019946
0.0,7.0,18.4068927765,17.821,5.046,4.0429,1.767,1,-7.845,-7.426,-7.451,-7.395,1.9609998487516234
0.0,7.0,18.4107761383,17.822,5.044,4.0456,1.779,1,-7.841,-7.409,-7.435,-7.376,1.9550120333175134
0.0,7.0,18.5022659302,17.857,5.044,4.0185,1.672,1,-7.839,-7.539,-7.556,-7.522,2.00893806296359
0.0,7.0,18.7161445618,17.924,5.046,3.946,1.382,1,-7.844,-7.84,-7.821,-7.891,2.1547512812720697
0.0,7.0,18.7251224518,17.926,5.046,3.943,1.37,1,-7.845,-7.853,-7.833,-7.905,2.160775509695074
0.0,7.0,18.8059329987,17.942,5.048,3.9137,1.251,2,-7.85,-7.95,-7.91,-8.036,2.220469239821408
0.0,7.0,18.8577728271,17.951,5.049,3.8937,1.17,2,-7.853,-8.003,-7.952,-8.113,2.2610781371111037
0.0,7.0,18.8996257782,17.957,5.05,3.8771,1.102,2,-7.856,-8.032,-7.963,-8.171,2.2951507049766398
0.0,7.0,18.9229278564,17.952,5.051,3.8671,1.062,2,-7.857,-8.043,-7.962,-8.205,2.3150902334396
0.0,7.0,18.9370956421,17.945,5.051,3.8602,1.034,2,-7.857,-8.049,-7.958,-8.228,2.329005544986196
0.0,7.0,18.9501285553,17.938,5.051,3.8537,1.008,2,-7.858,-8.053,-7.95,-8.249,2.3419208234910065
0.0,7.0,18.9601612091,17.933,5.051,3.8488,0.987,2,-7.858,-8.055,-7.944,-8.265,2.3523602878933487
0.0,7.0,18.9630069733,17.932,5.051,3.8473,0.981,2,-7.858,-8.056,-7.942,-8.27,2.355348178748444
0.0,7.0,18.9776973724,17.925,5.052,3.8397,0.95,2,-7.86,-8.059,-7.931,-8.295,2.3707633958214855
0.0,7.0,18.989358902,17.919,5.052,3.8337,0.926,2,-7.861,-8.061,-7.921,-8.315,2.382690698384934
0.0,7.0,18.9985294342,17.916,5.053,3.8289,0.906,2,-7.862,-8.062,-7.913,-8.331,2.392654340537892
0.0,7.0,19.0097923279,17.911,5.053,3.823,0.882,2,-7.863,-8.063,-7.901,-8.35,2.4045937305950105
0.0,7.0,19.0186443329,17.908,5.054,3.8182,0.862,2,-7.864,-8.063,-7.89,-8.366,2.41455735650727
0.0,7.0,19.0273513794,17.905,5.054,3.8132,0.842,3,-7.865,-8.063,-7.879,-8.381,2.4245209763255278
0.0,7.0,19.0359115601,17.902,5.054,3.8083,0.822,3,-7.866,-8.063,-7.866,-8.398,2.4344845900477394
0.0,7.0,19.0443286896,17.899,5.055,3.8035,0.802,3,-7.867,-8.062,-7.853,-8.414,2.444448197671863
0.0,7.0,19.0505409241,17.897,5.055,3.7998,0.787,3,-7.867,-8.061,-7.843,-8.425,2.4519239326991085
0.0,7.0,19.0566730499,17.895,5.055,3.796,0.772,3,-7.868,-8.06,-7.831,-8.437,2.4593996650145784
0.0,7.0,19.0627193451,17.894,5.055,3.7922,0.756,3,-7.868,-8.058,-7.819,-8.448,2.4673875301552077
0.0,7.0,19.0686779022,17.892,5.056,3.7885,0.741,3,-7.869,-8.057,-7.807,-8.459,2.4748632584018764
0.0,7.0,19.0745506287,17.891,5.056,3.7847,0.726,3,-7.87,-8.055,-7.795,-8.47,2.4823511215077643
0.0,7.0,19.0803356171,17.886,5.056,3.7808,0.71,3,-7.87,-8.053,-7.781,-8.482,2.490290426859704
0.0,7.0,19.0860328674,17.88,5.056,3.7767,0.693,3,-7.87,-8.048,-7.764,-8.492,2.498717570881516
0.0,7.0,19.0916366577,17.875,5.056,3.7725,0.676,3,-7.87,-8.044,-7.746,-8.503,2.507156838888126
0.0,7.0,19.0936985016,17.871,5.056,3.7708,0.669,3,-7.87,-8.042,-7.738,-8.507,2.51060824106082
0.0,7.0,19.1046772003,17.855,5.057,3.7606,0.628,3,-7.871,-8.031,-7.698,-8.529,2.530913740915967
0.0,7.0,19.1168079376,17.838,5.057,3.7473,0.574,3,-7.873,-8.012,-7.64,-8.55,2.5577068934458573
0.0,7.0,19.1263275146,17.825,5.057,3.7336,0.519,3,-7.872,-7.986,-7.575,-8.562,2.5850485829135184
0.0,7.0,19.1357841492,17.814,5.053,3.7169,0.456,3,-7.861,-7.937,-7.479,-8.558,2.6164145376414107
0.0,7.0,19.1448497772,17.805,5.047,3.7076,0.424,3,-7.846,-7.898,-7.413,-8.542,2.632304802656703
0.0,7.0,19.1515350342,17.798,5.052,3.7022,0.398,3,-7.859,-7.896,-7.395,-8.553,2.645219414868806
0.0,7.0,19.159160614,17.791,5.053,3.6968,0.374,3,-7.862,-7.883,-7.366,-8.553,2.6571339934910623
0.0,7.0,19.1667976379,17.784,5.054,3.691,0.35,3,-7.865,-7.868,-7.335,-8.551,2.6690485384970337
0.0,7.0,19.1741161346,17.778,5.055,3.6851,0.325,3,-7.868,-7.851,-7.301,-8.548,2.681475264583414
0.0,7.0,19.1810398102,17.772,5.056,3.679,0.3,3,-7.871,-7.836,-7.271,-8.544,2.6939019659359835
0.0,7.0,19.1875591278,17.767,5.057,3.6729,0.274,3,-7.873,-7.817,-7.234,-8.54,2.7068408648238576
0.0,7.0,19.1936817169,17.763,5.058,3.6667,0.248,3,-7.875,-7.797,-7.193,-8.535,2.719791971552398
0.0,7.0,19.1994304657,17.759,5.059,3.6603,0.222,3,-7.877,-7.774,-7.15,-8.527,2.7327430672695603
0.0,7.0,19.2048130035,17.756,5.059,3.6537,0.195,3,-7.878,-7.744,-7.099,-8.513,2.746206381828231
0.0,7.0,19.2073783875,17.754,5.06,3.6503,0.181,3,-7.879,-7.728,-7.071,-8.505,2.753181921423705
0.0,7.0,19.2098560333,17.753,5.06,3.6468,0.167,3,-7.879,-7.711,-7.041,-8.496,2.760169690188117
0.0,7.0,19.2122516632,17.752,5.06,3.6431,0.152,3,-7.88,-7.692,-7.01,-8.486,2.7676574582635425
0.0,7.0,19.2145671844,17.75,5.06,3.6392,0.136,3,-7.88,-7.672,-6.976,-8.475,2.775632992347123
0.0,7.0,19.2168045044,17.75,5.06,3.6351,0.12,3,-7.88,-7.649,-6.938,-8.462,2.783632992347123
0.0,7.0,19.2189693451,17.749,5.06,3.6307,0.102,3,-7.88,-7.624,-6.897,-8.449,2.792620758355123
0.0,7.0,19.2210578918,17.748,5.06,3.6261,0.084,3,-7.879,-7.596,-6.85,-8.432,2.8016085236738255
0.0,7.0,19.223077774,17.747,5.06,3.621,0.064,3,-7.879,-7.564,-6.799,-8.414,2.811596288303153
0.0,7.0,19.2250232697,17.746,5.059,3.6154,0.042,3,-7.878,-7.527,-6.737,-8.393,2.8225840522430277
0.0,7.0,19.2269039154,17.745,5.058,3.609,0.017,3,-7.876,-7.484,-6.665,-8.367,2.8350718154933725
0.0,7.0,19.2278118134,17.745,5.058,3.6058,0.004,3,-7.875,-7.46,-6.625,-8.352,2.8415718154933725
0.0,7.0,19.228887558,17.744,5.057,3.6016,-0.012,3,-7.873,-7.428,-6.573,-8.332,2.849559578054109
0.0,7.0,19.2298755646,17.744,5.056,3.5974,-0.028,3,-7.871,-7.394,-6.517,-8.311,2.857559578054109
0.0,7.0,19.2307434082,17.744,5.056,3.5934,-0.043,3,-7.869,-7.361,-6.462,-8.29,2.865059578054109
0.0,7.0,19.2313270569,17.744,5.055,3.5905,-0.054,3,-7.867,-7.336,-6.421,-8.275,2.870559578054109
0.0,7.0,19.2320632935,17.744,5.054,3.5867,-0.068,3,-7.864,-7.3,-6.358,-8.252,2.8775595780541092
0.0,7.0,19.2329769135,17.743,5.052,3.5819,-0.085,3,-7.859,-7.251,-6.273,-8.223,2.88604733992516
0.0,7.0,19.2338218689,17.743,5.05,3.5778,-0.099,3,-7.854,-7.204,-6.19,-8.193,2.8930473399251597
0.0,7.0,19.234539032,17.743,5.047,3.5749,-0.108,3,-7.847,-7.165,-6.123,-8.168,2.89754733992516
0.0,7.0,19.2354640961,17.743,5.043,3.5718,-0.117,3,-7.837,-7.121,-6.051,-8.138,2.90204733992516
0.0,7.0,19.2368717194,17.743,5.037,3.569,-0.122,3,-7.822,-7.074,-5.974,-8.104,2.90454733992516
0.0,7.0,19.2384262085,17.743,5.029,3.5672,-0.121,3,-7.802,-7.03,-5.907,-8.069,2.90404733992516
0.0,7.0,19.24036026,17.743,5.019,3.5649,-0.12,3,-7.777,-6.974,-5.821,-8.026,2.90354733992516
0.0,7.0,19.2417850494,17.743,5.024,3.5624,-0.136,3,-7.791,-6.956,-5.77,-8.021,2.91154733992516
0.0,7.0,19.2432250977,17.743,5.037,3.5603,-0.157,3,-7.823,-6.96,-5.746,-8.037,2.92204733992516
0.0,7.0,19.2459144592,17.743,5.049,3.5587,-0.175,3,-7.852,-6.964,-5.719,-8.052,2.93104733992516
0.0,7.0,19.254743576,17.741,5.057,3.5576,-0.187,3,-7.871,-6.966,-5.701,-8.061,2.9370228615978933
0.0,7.0,19.2781887054,17.735,5.099,3.5518,-0.253,3,-7.978,-6.981,-5.605,-8.113,2.9699494100555475
0.0,7.0,19.2817745209,17.733,5.112,3.55,-0.273,3,-8.01,-6.985,-5.577,-8.129,2.979924920685842
0.0,7.0,19.287147522,17.73,5.153,3.545,-0.334,3,-8.112,-6.993,-5.462,-8.172,3.0103881814520257
0.0,7.0,19.2917919159,17.725,5.181,3.5415,-0.377,3,-8.183,-7.0,-5.382,-8.204,3.0318269355791188
0.0,7.0,19.294801712,17.722,5.201,3.5392,-0.406,3,-8.233,-7.002,-5.321,-8.222,3.0462901797620168
0.0,7.0,19.2985363007,17.718,5.242,3.5344,-0.466,3,-8.334,-6.998,-5.173,-8.253,3.076241162325928
0.0,7.0,19.302690506,17.717,5.277,3.5302,-0.518,3,-8.422,-6.993,-5.043,-8.277,3.1022289062378223
0.0,8.0,0.0900000036,0.09,-2.753,3.4028,4.709,0,11.652,13.696,16.47,12.22,-0.6583449316287707
0.0,8.0,0.0928532481,0.093,-2.73,3.406,4.712,0,11.595,13.639,16.414,12.163,-0.6527247120714657
0.0,8.0,0.1000000015,0.1,-2.673,3.4142,4.72,0,11.452,13.495,16.272,12.019,-0.6409661863484332
0.0,8.0,0.1005477086,0.101,-2.669,3.4147,4.72,0,11.442,13.486,16.262,12.009,-0.6388054994571118
0.0,8.0,0.1111151874,0.111,-2.595,3.4243,4.728,0,11.257,13.199,15.846,11.746,-0.6223046969551045
0.0,8.0,0.1200000048,0.12,-2.536,3.4325,4.735,0,11.11,12.935,15.436,11.509,-0.6088755633246211
0.0,8.0,0.1392778903,0.139,-2.434,3.4443,4.745,0,10.855,12.529,14.846,11.138,-0.5819587862213857
0.0,8.0,0.1400000006,0.14,-2.431,3.4447,4.745,0,10.846,12.515,14.826,11.125,-0.5804021685093144
0.0,8.0,0.140235588,0.14,-2.429,3.4448,4.745,0,10.843,12.51,14.819,11.121,-0.5804021685093144
0.0,8.0,0.1599999964,0.16,-2.336,3.4557,4.753,0,10.611,12.14,14.278,10.787,-0.555406195020471
0.0,8.0,0.199403137,0.199,-2.186,3.4723,4.765,0,10.235,11.573,13.472,10.273,-0.5140396481435798
0.0,8.0,0.200000003,0.2,-2.184,3.4725,4.765,0,10.23,11.566,13.461,10.266,-0.5129511885164425
0.0,8.0,0.2154093236,0.215,-2.134,3.4776,4.768,0,10.105,11.385,13.212,10.103,-0.4987469563906305
0.0,8.0,0.25,0.25,-2.033,3.488,4.773,0,9.853,11.02,12.706,9.774,-0.46849618201241433
0.0,8.0,0.2828298807,0.283,-1.949,3.4958,4.774,0,9.642,10.736,12.335,9.515,-0.44207296858628825
0.0,8.0,0.3000000119,0.3,-1.908,3.4995,4.773,0,9.541,10.602,12.161,9.392,-0.42890555898860194
0.0,8.0,0.3500000238,0.35,-1.794,3.5098,4.767,0,9.254,10.23,11.692,9.051,-0.39243216417329563
0.0,8.0,0.4000000358,0.4,-1.679,3.5205,4.753,0,8.967,9.861,11.228,8.714,-0.35643619068445215
0.0,8.0,0.4500000179,0.45,-1.555,3.5326,4.728,0,8.657,9.467,10.741,8.355,-0.31835992946076136
0.0,8.0,0.5,0.5,-1.415,3.549,4.7,0,8.308,9.013,10.175,7.947,-0.28148118418042406
0.0,8.0,0.5205718875,0.52,-1.342,3.5596,4.686,0,8.124,8.762,9.855,7.727,-0.2659645145310337
0.0,8.0,0.5500000119,0.55,-1.24,3.5742,4.667,0,7.87,8.418,9.424,7.426,-0.24428484160131125
0.0,8.0,0.5516371727,0.551,-1.233,3.5754,4.666,0,7.854,8.395,9.395,7.406,-0.24339038692254095
0.0,8.0,0.6000000238,0.6,-1.066,3.6059,4.658,0,7.436,7.816,8.665,6.911,-0.22089056115661168
0.0,8.0,0.6204253435,0.62,-1.002,3.6208,4.668,0,7.275,7.584,8.369,6.718,-0.21877034159930642
0.0,8.0,0.6424232125,0.642,-0.961,3.6295,4.677,0,7.174,7.44,8.187,6.599,-0.2156986723140065
0.0,8.0,0.6499999762,0.65,-0.951,3.6313,4.679,0,7.147,7.404,8.142,6.568,-0.21400950802700555
0.0,8.0,0.6582320333,0.658,-0.939,3.6334,4.681,0,7.119,7.366,8.096,6.536,-0.2123532395414555
0.0,8.0,0.7000000477,0.7,-0.842,3.65,4.677,0,6.875,7.043,7.7,6.262,-0.19691716634130474
0.0,8.0,0.7004068494,0.701,-0.841,3.6502,4.677,0,6.872,7.04,7.695,6.259,-0.1966071773651038
0.0,8.0,0.75,0.75,-0.697,3.6767,4.669,0,6.514,6.568,7.123,5.863,-0.17793555465258304
0.0,8.0,0.8000000119,0.8,-0.569,3.6961,4.647,0,6.193,6.186,6.681,5.53,-0.15292119285246156
0.0,8.0,0.8485322595,0.848,-0.451,3.7135,4.624,0,5.899,5.847,6.295,5.233,-0.1287682602200762
0.0,8.0,0.8500000238,0.85,-0.448,3.7141,4.624,0,5.89,5.837,6.283,5.224,-0.12825672349128678
0.0,8.0,0.8999999762,0.899,-0.334,3.731,4.602,0,5.605,5.518,5.925,4.943,-0.10508634048181899
0.0,8.0,0.9499999881,0.95,-0.225,3.746,4.577,0,5.333,5.226,5.597,4.686,-0.08060438370400945
0.0,8.0,1.0236973763,1.024,-0.067,3.7659,4.531,0,4.938,4.816,5.141,4.322,-0.041316208028527215
0.0,8.0,1.0436550379,1.043,-0.03,3.7705,4.52,0,4.845,4.721,5.036,4.238,-0.03182403213516768
0.0,8.0,1.0499999523,1.05,-0.018,3.7719,4.517,0,4.816,4.691,5.003,4.212,-0.028871536813464375
0.0,8.0,1.1000000238,1.099,0.08,3.7832,4.484,0,4.57,4.443,4.73,3.992,-0.002467340136688051
0.0,8.0,1.1141220331,1.113,0.111,3.7869,4.473,0,4.492,4.365,4.644,3.922,0.005781395818920894
0.0,8.0,1.1499999762,1.149,0.177,3.7942,4.451,0,4.329,4.201,4.466,3.777,0.0236938279957095
0.0,8.0,1.2000000477,1.2,0.267,3.8041,4.419,0,4.103,3.978,4.222,3.577,0.04912443667537925
0.0,8.0,1.25,1.25,0.353,3.8138,4.389,0,3.888,3.765,3.991,3.388,0.07298882015559481
0.0,8.0,1.2999999523,1.3,0.434,3.8229,4.362,1,3.685,3.564,3.774,3.208,0.09500548980498508
0.0,8.0,1.3500000238,1.35,0.511,3.8324,4.339,0,3.493,3.374,3.568,3.04,0.11470069789906957
0.0,8.0,1.3999999762,1.4,0.583,3.8421,4.322,1,3.312,3.195,3.373,2.884,0.13109783149068568
0.0,8.0,1.4500000477,1.45,0.651,3.853,4.312,1,3.141,3.029,3.19,2.743,0.14371781476905393
0.0,8.0,1.5,1.5,0.718,3.8655,4.31,1,2.976,2.869,3.011,2.614,0.15207944317940747
0.0,8.0,1.5499999523,1.55,0.78,3.8789,4.315,1,2.819,2.721,2.843,2.498,0.15669966273671226
0.0,8.0,1.6000000238,1.6,0.842,3.8922,4.321,1,2.666,2.579,2.681,2.389,0.16059380497952921
0.0,8.0,1.6406340599,1.64,0.889,3.9023,4.325,1,2.548,2.471,2.559,2.307,0.16395573767541555
0.0,8.0,1.6499999762,1.649,0.9,3.9046,4.326,1,2.521,2.447,2.532,2.289,0.16464414147382633
